id,relid,year,active_year,code_status,type_of_violence,conflict_dset_id,conflict_new_id,conflict_name,dyad_dset_id,dyad_new_id,dyad_name,side_a_dset_id,side_a_new_id,side_a,side_b_dset_id,side_b_new_id,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,where_description,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,country_id,region,event_clarity,date_prec,month,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,best,high,low,gwnoa,gwnob
260356,SUD-2018-1-666-2,2018,TRUE,Clear,1,309,309,Sudan: Government,666,666,Government of Sudan - SLM/A,112,112,Government of Sudan,469,469,SLM/A,2,"""Sudan Tribune,2018-05-21,Sudan defence ministry admits clashes in C. Darfur"";""Sudan Tribune,2018-06-28,SUDAN: DOWN-SIZED UN MISSION FOR AN OVER-SIZED HUMAN RIGHTS CRISIS """,Sudan Tribune;Sudan Tribune,2018-05-21;2018-06-28,Sudan defence ministry admits clashes in C. Darfur;SUDAN: DOWN-SIZED UN MISSION FOR AN OVER-SIZED HUMAN RIGHTS CRISIS,survivor; Minister of State for Defence Ali Mohamed Salim,2,Feina Sug village,"Feina, other villages around the
areas.",South Darfur state,East/Sharq Jabel Marra district,12.859881,24.513762,POINT (24.513762 12.859881),148010,Sudan,625,Africa,1,4,3,01/03/2018,10/03/2018,0,0,0,6,6,6,6,625,
260357,SUD-2018-3-947-28,2018,TRUE,Clear,3,112,480,Government of Sudan - Civilians,112,947,Government of Sudan - Civilians,112,112,Government of Sudan,9999,1,Civilians,2,"""Amnesty International,2018-06-28,SUDAN: DOWN-SIZED UN MISSION FOR AN OVER-SIZED HUMAN RIGHTS CRISIS "";""Sudan Tribune,2018-05-24,More 3 IDPs killed in Central Darfur: rebels""",Amnesty International;Sudan Tribune,2018-06-28;2018-05-24,SUDAN: DOWN-SIZED UN MISSION FOR AN OVER-SIZED HUMAN RIGHTS CRISIS ;More 3 IDPs killed in Central Darfur: rebels,"Darfur Bar Association; Two rebel groups, Sudan Liberation Movement -Abdel Wahid (SLM-AW) and SLM-Transitional Council; the IDPs association i",1,Garsila town,"Ardayba and Jedda IDP camps in the city of Garsila, in central Darfur State.",Central Darfur state,Wadi Salih district,12.366667,23.133333,POINT (23.133333 12.366667),147287,Sudan,625,Africa,1,2,5,22/05/2018,23/05/2018,0,0,5,0,5,5,5,625,
261924,SUD-2018-2-15193-0,2018,FALSE,Clear,2,15193,14067,SPLM/A-North - SPLM/A-North - MA,15193,15193,SPLM/A-North - SPLM/A-North - MA,1123,1123,SPLM/A-North,6792,6792,SPLM/A-North - MA,2,"""Radio Dabanga,2018-02-23,'9,000 displaced' by deadly clashes between SPLM-N factions in Blue Nile"";""Sudan Tribune,2018-02-18,Agar, al-Hilu fighters clash again in Blue Nile: spokesperson""",Radio Dabanga;Sudan Tribune,2018-02-23;2018-02-18,"'9,000 displaced' by deadly clashes between SPLM-N factions in Blue Nile;Agar, al-Hilu fighters clash again in Blue Nile: spokesperson",Radio Dabanga; SPLM-N Agar spokesperson Mubarak Ardol,4,Blue Nile state,"Blue Nile state

Gouz Al-Bagar area",Blue Nile state,,11.15,34.1,POINT (34.1 11.15),145869,Sudan,625,Africa,2,3,2,17/02/2018,23/02/2018,0,0,0,24,24,24,24,,
262307,SUD-2018-1-666-26,2018,TRUE,Clear,1,309,309,Sudan: Government,666,666,Government of Sudan - SLM/A,112,112,Government of Sudan,469,469,SLM/A,2,"""Radio Dabanga,2018-07-29,Darfur rebels claim govt. troops killed in Jebel Marra"";""UN Security Council,2018-10-12,African Union-United Nations Hybrid Operation in Darfur: Report of the Secretary-General""",Radio Dabanga;UN Security Council,2018-07-29;2018-10-12,Darfur rebels claim govt. troops killed in Jebel Marra;African Union-United Nations Hybrid Operation in Darfur: Report of the Secretary-General,SLM-AW spokesman Waleed Abakar; UNSG,3,East/Sharq Jabel Marra district,"area of Barfara, South Darfur’s East Jebel Marra",South Darfur state,East/Sharq Jabel Marra district,12.89457,24.58878,POINT (24.58878 12.89457),148010,Sudan,625,Africa,1,1,7,27/07/2018,27/07/2018,11,0,0,0,11,11,0,625,
262446,SUD-2018-1-666-46,2018,TRUE,Clear,1,309,309,Sudan: Government,666,666,Government of Sudan - SLM/A,112,112,Government of Sudan,469,469,SLM/A,1,"""Radio Dabanga,2018-08-05,Two killed in North Darfur UXO explosion""",Radio Dabanga,05/08/2018,Two killed in North Darfur UXO explosion,relative,2,Tabit village,near Tabit,North Darfur state,El Fasher district,13.3,25.083333,POINT (25.083333 13.3),148731,Sudan,625,Africa,1,1,8,03/08/2018,03/08/2018,0,0,0,0,0,2,0,625,
262458,SUD-2018-3-947-21,2018,TRUE,Clear,3,112,480,Government of Sudan - Civilians,112,947,Government of Sudan - Civilians,112,112,Government of Sudan,9999,1,Civilians,2,"""Radio Dabanga,2018-07-29,Four dead in attack on South Darfur village"";""UN,2018-10-12,African Union-United Nations Hybrid Operation in Darfur Report of the Secretary-General""",Radio Dabanga;UN,2018-07-29;2018-10-12,Four dead in attack on South Darfur village;African Union-United Nations Hybrid Operation in Darfur Report of the Secretary-General,villagers; UN,2,Kebe village,village of Kibe in South Sudan’s East Jebel Marra locality,South Darfur state,East/Sharq Jabel Marra district,13.07937,24.68908,POINT (24.68908 13.07937),148730,Sudan,625,Africa,1,1,7,27/07/2018,27/07/2018,0,0,0,5,5,5,5,625,
262707,SUD-2018-1-666-23,2018,TRUE,Clear,1,309,309,Sudan: Government,666,666,Government of Sudan - SLM/A,112,112,Government of Sudan,469,469,SLM/A,2,"""Radio Dabanga,2018-07-06,Fighting moves to south-west Jebel Marra, Darfur"";""UN Security Council,2018-10-12,African Union-United Nations Hybrid Operation in Darfur: Report of the Secretary-General""",Radio Dabanga;UN Security Council,2018-07-06;2018-10-12,"Fighting moves to south-west Jebel Marra, Darfur;African Union-United Nations Hybrid Operation in Darfur: Report of the Secretary-General",SLM/A Spokesman Waleed Mohamed Abakar; UNSG,3,Nertiti district,"Fundug Badiya, between Baldong and Golol, in Central Darfur's Nierteti locality",Central Darfur state,Nertiti district,13.08477,23.97388,POINT (23.97388 13.08477),148728,Sudan,625,Africa,1,1,7,05/07/2018,05/07/2018,0,1,0,0,1,45,1,625,
262728,SUD-2018-1-666-15,2018,TRUE,Clear,1,309,309,Sudan: Government,666,666,Government of Sudan - SLM/A,112,112,Government of Sudan,469,469,SLM/A,1,"""Radio Dabanga,2018-06-15,Six civilians killed in ongoing Jebel Marra clashes""",Radio Dabanga,15/06/2018,Six civilians killed in ongoing Jebel Marra clashes,"Sources in the area; witness; Waleed Mohamed Abakar, the spokesman of the Sudan Liberation Movement-Abdelwahid El Nur (SLM-AW)",2,Saboun El Fagur area,near Sabun El Fagur in southern Jebel Marra.,South Darfur state,Kass district,12.8602,24.3805,POINT (24.3805 12.8602),148009,Sudan,625,Africa,1,1,6,12/06/2018,12/06/2018,0,0,2,0,2,2,2,625,
262730,SUD-2018-1-666-19,2018,TRUE,Clear,1,309,309,Sudan: Government,666,666,Government of Sudan - SLM/A,112,112,Government of Sudan,469,469,SLM/A,1,"""Radio Dabanga,2018-06-15,Six civilians killed in ongoing Jebel Marra clashes""",Radio Dabanga,15/06/2018,Six civilians killed in ongoing Jebel Marra clashes,"Sources in the area; witness; Waleed Mohamed Abakar, the spokesman of the Sudan Liberation Movement-Abdelwahid El Nur (SLM-AW)",2,Fuju villages,"villages of Fuju, in west Jebel Marra",Central Darfur state,Nertiti district,12.857383,24.097238,POINT (24.097238 12.857383),148009,Sudan,625,Africa,1,1,6,13/06/2018,13/06/2018,0,0,2,0,2,2,2,625,
262731,SUD-2018-1-666-18,2018,TRUE,Clear,1,309,309,Sudan: Government,666,666,Government of Sudan - SLM/A,112,112,Government of Sudan,469,469,SLM/A,1,"""Radio Dabanga,2018-06-15,Six civilians killed in ongoing Jebel Marra clashes""",Radio Dabanga,15/06/2018,Six civilians killed in ongoing Jebel Marra clashes,"Sources in the area; witness; Waleed Mohamed Abakar, the spokesman of the Sudan Liberation Movement-Abdelwahid El Nur (SLM-AW)",2,Guldo town,"Berbera, east of Guldo",Central Darfur state,Nertiti district,13.13333,24.15,POINT (24.15 13.13333),148729,Sudan,625,Africa,1,1,6,13/06/2018,13/06/2018,0,0,2,0,2,2,2,625,
262747,SUD-2018-3-947-17.1,2018,TRUE,Clear,3,112,480,Government of Sudan - Civilians,112,947,Government of Sudan - Civilians,112,112,Government of Sudan,9999,1,Civilians,1,"""Radio Dabanga,2018-07-09,Three killed as Sudanese troops steal livestock in South Kordofan""",Radio Dabanga,09/07/2018,Three killed as Sudanese troops steal livestock in South Kordofan,"Emile Daniel, representative of the Nuba Mountains Human Rights Monitoring Network,",1,El Hadra village,El Hadra,South Kordofan state,Habila district,11.4175,30.045833,POINT (30.045833 11.4175),145861,Sudan,625,Africa,1,1,7,06/07/2018,06/07/2018,0,0,3,0,3,3,3,625,
262763,SUD-2018-3-947-18,2018,TRUE,Clear,3,112,480,Government of Sudan - Civilians,112,947,Government of Sudan - Civilians,112,112,Government of Sudan,9999,1,Civilians,1,"""Radio Dabanga,2018-07-20,Omda dies of wounds, farmer killed in Darfur""",Radio Dabanga,20/07/2018,"Omda dies of wounds, farmer killed in Darfur",Family members,2,Thur village,"Kalu, north of Tur in Nierteti, Central Darfur,",Central Darfur state,Nertiti district,12.8473,24.11352,POINT (24.11352 12.8473),148009,Sudan,625,Africa,1,1,7,18/07/2018,18/07/2018,0,0,1,0,1,1,1,625,
262766,SUD-2018-1-666-24,2018,TRUE,Clear,1,309,309,Sudan: Government,666,666,Government of Sudan - SLM/A,112,112,Government of Sudan,469,469,SLM/A,2,"""Radio Dabanga,2018-07-22,Darfur rebels ambush govt. convoy in Jebel Marra"";""UN,2018-10-12,African Union-United Nations Hybrid Operation in Darfur Report of the Secretary-General""",Radio Dabanga;UN,2018-07-22;2018-10-12,Darfur rebels ambush govt. convoy in Jebel Marra;African Union-United Nations Hybrid Operation in Darfur Report of the Secretary-General,"Waleed Abakar, SLM/A military spokesman",2,Golo town,"near Deba Nyra, north of Golo",Central Darfur state,Rokoro district,13.13228,24.28082,POINT (24.28082 13.13228),148729,Sudan,625,Africa,1,1,7,19/07/2018,19/07/2018,4,0,0,0,4,4,4,625,
262779,SUD-2018-1-666-5,2018,TRUE,Clear,1,309,309,Sudan: Government,666,666,Government of Sudan - SLM/A,112,112,Government of Sudan,469,469,SLM/A,1,"""Radio Dabanga,2018-03-22,Civilians dead, many left homeless as Sudan forces strafe rebel positions in Darfur's Jebel Marra""",Radio Dabanga,22/03/2018,"Civilians dead, many left homeless as Sudan forces strafe rebel positions in Darfur's Jebel Marra","witnesses; SLM/A military spokesman - Ezzeldin Sambala,",2,Feina town/Feina Hilat Kabir,Feina,South Darfur state,East/Sharq Jabel Marra district,12.883006,24.486849,POINT (24.486849 12.883006),148009,Sudan,625,Africa,1,1,3,21/03/2018,21/03/2018,0,0,3,0,3,3,3,625,
262781,SUD-2018-1-666-25,2018,TRUE,Clear,1,309,309,Sudan: Government,666,666,Government of Sudan - SLM/A,112,112,Government of Sudan,469,469,SLM/A,1,"""Radio Dabanga,2018-07-24,Shelling, crime leave four dead in Darfur""",Radio Dabanga,24/07/2018,"Shelling, crime leave four dead in Darfur",A sheikh from Gouku,3,Kass district,north of Kass,South Darfur state,Kass district,12.5,24.25,POINT (24.25 12.5),148009,Sudan,625,Africa,1,1,7,22/07/2018,22/07/2018,0,0,2,0,2,2,2,625,
266688,SUD-2018-1-666-7,2018,TRUE,Clear,1,309,309,Sudan: Government,666,666,Government of Sudan - SLM/A,112,112,Government of Sudan,469,469,SLM/A,2,"""Sudan Tribune,2018-04-03,SLM-AW says clashes with Sudanese forces continue in Jebel Marra"";""African Centre for Justice and Peace Studies,2018-04-18,Attacks by Sudanese government forces on civilians in Jebel Marra in South Darfur""",Sudan Tribune;African Centre for Justice and Peace Studies,2018-04-03;2018-04-18,SLM-AW says clashes with Sudanese forces continue in Jebel Marra;Attacks by Sudanese government forces on civilians in Jebel Marra in South Darfur,SLM-AW spokesperson Mohamed Abdel-Rahman al-Nayer,3,East/Sharq Jabel Marra district,"Soani Rakonnoa in eastern Jebel Marra.
East Jebel Marra in South Darfur state",South Darfur state,East/Sharq Jabel Marra district,12.89457,24.58878,POINT (24.58878 12.89457),148010,Sudan,625,Africa,2,2,3,30/03/2018,31/03/2018,3,4,0,0,7,7,7,625,
266841,SUD-2018-1-666-4,2018,TRUE,Clear,1,309,309,Sudan: Government,666,666,Government of Sudan - SLM/A,112,112,Government of Sudan,469,469,SLM/A,1,"""UN,2018-04-25,Report of the Secretary-General on the African UnionUnited Nations Hybrid Operation in Darfur""",UN,25/04/2018,Report of the Secretary-General on the African UnionUnited Nations Hybrid Operation in Darfur,UN SG,2,Deribat town,"military camp in Jawa, approximately 7 km south-west of Deribat

near Bumuye, about 8 km north-east of Deribat",South Darfur state,East/Sharq Jabel Marra district,13.08091,24.51944,POINT (24.51944 13.08091),148730,Sudan,625,Africa,2,2,3,10/03/2018,11/03/2018,5,3,0,0,8,8,8,625,
266842,SUD-2018-1-666-8,2018,TRUE,Clear,1,309,309,Sudan: Government,666,666,Government of Sudan - SLM/A,112,112,Government of Sudan,469,469,SLM/A,1,"""UN,2018-04-25,Report of the Secretary-General on the African UnionUnited Nations Hybrid Operation in Darfur""",UN,25/04/2018,Report of the Secretary-General on the African UnionUnited Nations Hybrid Operation in Darfur,UN,1,Katur town,"Katur, East Jebel Marra",North Darfur state,Tawila district,13.133333,24.683333,POINT (24.683333 13.133333),148730,Sudan,625,Africa,1,1,4,01/04/2018,01/04/2018,0,0,0,1,1,1,1,625,
266846,SUD-2018-1-14134-0,2018,FALSE,Clear,1,309,309,Sudan: Government,14134,14134,Government of Sudan - SARC,112,112,Government of Sudan,5849,5849,SARC,1,"""UN,2018-04-25,Report of the Secretary-General on the African UnionUnited Nations Hybrid Operation in Darfur""",UN,25/04/2018,Report of the Secretary-General on the African UnionUnited Nations Hybrid Operation in Darfur,UN,1,Misteriya village,in Misteriya,North Darfur state,Kebkabiya district,13.571,23.9,POINT (23.9 13.571),149448,Sudan,625,Africa,1,1,2,27/02/2018,27/02/2018,0,0,0,1,1,1,1,625,
266847,SUD-2018-2-5459-0,2018,FALSE,Clear,2,5459,4849,Awlad Zeid - Zaghawa,5459,5459,Awlad Zeid - Zaghawa,1087,1087,Awlad Zeid,705,705,Zaghawa,1,"""UN,2018-04-25,Report of the Secretary-General on the African UnionUnited Nations Hybrid Operation in Darfur""",UN,25/04/2018,Report of the Secretary-General on the African UnionUnited Nations Hybrid Operation in Darfur,UN,3,El Geneina district,"Kirkir area, 85 km north-west of El Geneina,",West Darfur state,El Geneina district,13.13392,22.42001,POINT (22.42001 13.13392),148725,Sudan,625,Africa,1,1,4,08/04/2018,08/04/2018,1,1,0,0,2,2,2,,
268477,SUD-2018-1-666-35,2018,TRUE,Clear,1,309,309,Sudan: Government,666,666,Government of Sudan - SLM/A,112,112,Government of Sudan,469,469,SLM/A,1,"""All Africa,2018-10-16,'Villagers Killed By Shelling in Darfur's Jebel Marra' - Rebels
CR 	Radio Dabanga""",All Africa,16/10/2018,"'Villagers Killed By Shelling in Darfur's Jebel Marra' - Rebels
CR 	Radio Dabanga",SLM/A military spokesman Walid Mohamed Abakar,5,Jebel Marra area,"near Wadi Tremel village, in south Jebel Marra",,,12.94996,24.25816,POINT (24.25816 12.94996),148009,Sudan,625,Africa,1,1,10,14/10/2018,14/10/2018,0,0,2,0,2,2,2,625,
268541,SUD-2018-1-666-32,2018,TRUE,Clear,1,309,309,Sudan: Government,666,666,Government of Sudan - SLM/A,112,112,Government of Sudan,469,469,SLM/A,1,"""Sudan Tribune,2018-10-30,SLM-AW says Sudanese army attacking their positions in Jebel Marra""",Sudan Tribune,30/10/2018,SLM-AW says Sudanese army attacking their positions in Jebel Marra,SLA Commander Abdel Gadir Abdel Rahman Ibrahim,5,Jebel Marra area,Airri in the southern part of Jebel Marra.,,,12.94996,24.25816,POINT (24.25816 12.94996),148009,Sudan,625,Africa,2,5,9,26/09/2018,29/10/2018,0,0,0,0,0,6,0,625,
268543,SUD-2018-3-947-20,2018,TRUE,Clear,3,112,480,Government of Sudan - Civilians,112,947,Government of Sudan - Civilians,112,112,Government of Sudan,9999,1,Civilians,1,"""All Africa,2018-10-31,North Darfur Rape Attempt - One Dead As RSF Fire On Angry Residents
CR 	Radio Dabanga""",All Africa,31/10/2018,"North Darfur Rape Attempt - One Dead As RSF Fire On Angry Residents
CR 	Radio Dabanga",witnesses,1,Muzbat village,Muzbad in North Darfur,North Darfur state,Kutum district,15.25,24.216667,POINT (24.216667 15.25),151609,Sudan,625,Africa,1,1,10,26/10/2018,26/10/2018,0,0,1,0,1,1,1,625,
268545,SUD-2018-1-666-33,2018,TRUE,Clear,1,309,309,Sudan: Government,666,666,Government of Sudan - SLM/A,112,112,Government of Sudan,469,469,SLM/A,2,"""Sudan Tribune,2018-10-30,SLM-AW says Sudanese army attacking their positions in Jebel Marra"";""All Africa,2018-10-31,Darfur Rebels - 'UNAMID Head's Remarks to UNSC Unhelpful for Peace Process'
CR 	Radio Dabanga""",Sudan Tribune;All Africa,2018-10-30;2018-10-31,"SLM-AW says Sudanese army attacking their positions in Jebel Marra;Darfur Rebels - 'UNAMID Head's Remarks to UNSC Unhelpful for Peace Process'
CR 	Radio Dabanga",SLA Commander Abdel Gadir Abdel Rahman Ibrahim,3,Nertiti district,Rabkona village in western Jebel Marra,Central Darfur state,Nertiti district,13.08477,23.97388,POINT (23.97388 13.08477),148728,Sudan,625,Africa,2,1,9,26/09/2018,26/09/2018,0,0,15,0,15,15,0,625,
268634,SUD-2018-1-666-17,2018,TRUE,Clear,1,309,309,Sudan: Government,666,666,Government of Sudan - SLM/A,112,112,Government of Sudan,469,469,SLM/A,1,"""UN,2018-10-12,African Union-United Nations Hybrid Operation in Darfur Report of the Secretary-General""",UN,12/10/2018,African Union-United Nations Hybrid Operation in Darfur Report of the Secretary-General,UN SG report,5,Jebel Marra area,"Tarantara-Gur Lumbung axis in southern Jebel
Marra,",,,12.94996,24.25816,POINT (24.25816 12.94996),148009,Sudan,625,Africa,2,2,6,13/06/2018,16/06/2018,16,3,0,0,19,19,19,625,
268641,SUD-2018-1-666-27,2018,TRUE,Clear,1,309,309,Sudan: Government,666,666,Government of Sudan - SLM/A,112,112,Government of Sudan,469,469,SLM/A,1,"""UN,2018-10-12,African Union-United Nations Hybrid Operation in Darfur Report of the Secretary-General""",UN,12/10/2018,African Union-United Nations Hybrid Operation in Darfur Report of the Secretary-General,UN,2,Guba village,"Gubbo area of southern Jebel Marra,",South Darfur state,East/Sharq Jabel Marra district,12.78457,24.440596,POINT (24.440596 12.78457),148009,Sudan,625,Africa,1,1,8,26/08/2018,26/08/2018,1,2,0,0,3,3,3,625,
268643,SUD-2018-1-666-28,2018,TRUE,Clear,1,309,309,Sudan: Government,666,666,Government of Sudan - SLM/A,112,112,Government of Sudan,469,469,SLM/A,1,"""UN,2018-10-12,African Union-United Nations Hybrid Operation in Darfur Report of the Secretary-General""",UN,12/10/2018,African Union-United Nations Hybrid Operation in Darfur Report of the Secretary-General,UN; civilians,1,Guba village,Gubbo,South Darfur state,East/Sharq Jabel Marra district,12.78457,24.440596,POINT (24.440596 12.78457),148009,Sudan,625,Africa,2,2,9,16/09/2018,18/09/2018,5,3,10,0,18,18,19,625,
268646,SUD-2018-1-666-30,2018,TRUE,Clear,1,309,309,Sudan: Government,666,666,Government of Sudan - SLM/A,112,112,Government of Sudan,469,469,SLM/A,1,"""UN,2018-10-12,African Union-United Nations Hybrid Operation in Darfur Report of the Secretary-General""",UN,12/10/2018,African Union-United Nations Hybrid Operation in Darfur Report of the Secretary-General,UN,5,Jebel Marra area,"Sabun Fag, Gur Lumbung, Kuilla and Amrain South Darfur,",,,12.94996,24.25816,POINT (24.25816 12.94996),148009,Sudan,625,Africa,2,2,9,20/09/2018,21/09/2018,0,3,0,0,3,3,3,625,
268647,SUD-2018-2-14563-0,2018,FALSE,Clear,2,14563,13558,Fulani - Salamat Baggara,14563,14563,Fulani - Salamat Baggara,607,607,Fulani,994,994,Salamat Baggara,1,"""UN,2018-10-12,African Union-United Nations Hybrid Operation in Darfur Report of the Secretary-General""",UN,12/10/2018,African Union-United Nations Hybrid Operation in Darfur Report of the Secretary-General,UN,2,Nadhif village,"near
Nadeif and Dangol villages, west of Buram,",South Darfur state,Buram district,10.891006,24.919635,POINT (24.919635 10.891006),145130,Sudan,625,Africa,1,1,7,25/07/2018,25/07/2018,2,3,0,0,5,5,5,,
268649,SUD-2018-2-14563-1,2018,FALSE,Clear,2,14563,13558,Fulani - Salamat Baggara,14563,14563,Fulani - Salamat Baggara,607,607,Fulani,994,994,Salamat Baggara,1,"""UN,2018-10-12,African Union-United Nations Hybrid Operation in Darfur Report of the Secretary-General""",UN,12/10/2018,African Union-United Nations Hybrid Operation in Darfur Report of the Secretary-General,UN,2,Nadhif village,Nadeif,South Darfur state,Buram district,10.891006,24.919635,POINT (24.919635 10.891006),145130,Sudan,625,Africa,1,1,7,27/07/2018,27/07/2018,0,1,0,0,1,1,1,,
