med_event_ID,conflict_country,conflict_counry_ID,conflict_id,med_location - MULTISELECT,med_loc_cty,med_loc_x,med_loc_y,Day,Month,Year,third_party,third_party_id_GLOPAD,third_party_id,third_party_id_PAX,num_med,med_scope,individual_med_named,groupings_mechanisms,local_parties,local_party_id,local_indiv_group,num_local,if_loc_belig,agmt,agmt_name,agmt_id_PAX,Summary,source_urls,shuttle,med_type
SUD202201-19,Sudan,625,,Khartoum,Sudan,32.5,15.6,8,1,2022,UNITAMS,GP-85,,,1,P,Volker Perthes,UNITAMS Process,Political Parties (Generic) Civil Society (Default); Women's Group (Default); Resistance Committees; Forces for Freedom and Change,NL;GLO-PAD;126; NL,,2+,1,0,,,"The United Nations-facilitated process commenced with intensive consultations over a one-month period with a wide range of stakeholders, including an extensive spectrum of political parties, the military, signatory and non -signatory groups to the Juba Peace Agreement, civil society groups, resistance committees, professional associations, women’s groups, nomads, internally displaced persons, religious leaders and academics. They encompassed groups in Khartoum, Darfur, South and West Kordofan, the central states and North and East Sudan. As at 10 February, 110 groups, including 15 women’s organizations, had participated. Other Sudanese stakeholders also shared their positions and vision papers.",https://www.securitycouncilreport.org/atf/cf/%7B65BFCF9B-6D27-4E9C-8CD3-CF6E4FF96FF9%7D/s_2022_172.pdf;https://sudantribune.com/article253833/;http://www.china.org.cn/world/Off_the_Wire/2022-01/18/content_77995578.htm;https://radiotamazuj.org/en/news/article/un-launches-talks-to-end-crisis-in-sudan;https://sudantribune.com/article253920/;https://www.bignewsnetwork.com/news/272145391/xinhua-world--summary-at-0030-gmt-jan-11;https://www.gulf-times.com/story/707769/UN-starts-talks-in-Sudan-over-post-coup-crisis;https://www.dawn.com/news/1668791/un-convenes-talks-to-help-resolve-sudans-political-crisis;https://arynews.tv/un-starts-talks-in-sudan-to-resolve-post-coup-crisis/;https://sudantribune.com/article253926/,0,M
SUD202201-20,Sudan,625,,Darfur,,,,8,1,2022,UNITAMS,GP-85,,,1,P,Volker Perthes,UNITAMS Process,Political Parties (Generic) Civil Society (Default); Women's Group (Default); Resistance Committees; Forces for Freedom and Change,NL;GLO-PAD;126; NL,,2+,1,0,,,"The United Nations-facilitated process commenced with intensive consultations over a one-month period with a wide range of stakeholders, including an extensive spectrum of political parties, the military, signatory and non -signatory groups to the Juba Peace Agreement, civil society groups, resistance committees, professional associations, women’s groups, nomads, internally displaced persons, religious leaders and academics. They encompassed groups in Khartoum, Darfur, South and West Kordofan, the central states and North and East Sudan. As at 10 February, 110 groups, including 15 women’s organizations, had participated. Other Sudanese stakeholders also shared their positions and vision papers.",https://www.securitycouncilreport.org/atf/cf/%7B65BFCF9B-6D27-4E9C-8CD3-CF6E4FF96FF9%7D/s_2022_172.pdf;https://sudantribune.com/article253833/;http://www.china.org.cn/world/Off_the_Wire/2022-01/18/content_77995578.htm;https://radiotamazuj.org/en/news/article/un-launches-talks-to-end-crisis-in-sudan;https://sudantribune.com/article253920/;https://www.bignewsnetwork.com/news/272145391/xinhua-world--summary-at-0030-gmt-jan-11;https://www.gulf-times.com/story/707769/UN-starts-talks-in-Sudan-over-post-coup-crisis;https://www.dawn.com/news/1668791/un-convenes-talks-to-help-resolve-sudans-political-crisis;https://arynews.tv/un-starts-talks-in-sudan-to-resolve-post-coup-crisis/;https://sudantribune.com/article253926/,0,M
SUD202201-21,Sudan,625,,South Kordofan,Sudan,30,11,8,1,2022,UNITAMS,GP-85,,,1,P,Volker Perthes,UNITAMS Process,Political Parties (Generic) Civil Society (Default); Women's Group (Default); Resistance Committees; Forces for Freedom and Change,NL;GLO-PAD;126; NL,,2+,1,0,,,"The United Nations-facilitated process commenced with intensive consultations over a one-month period with a wide range of stakeholders, including an extensive spectrum of political parties, the military, signatory and non -signatory groups to the Juba Peace Agreement, civil society groups, resistance committees, professional associations, women’s groups, nomads, internally displaced persons, religious leaders and academics. They encompassed groups in Khartoum, Darfur, South and West Kordofan, the central states and North and East Sudan. As at 10 February, 110 groups, including 15 women’s organizations, had participated. Other Sudanese stakeholders also shared their positions and vision papers.",https://www.securitycouncilreport.org/atf/cf/%7B65BFCF9B-6D27-4E9C-8CD3-CF6E4FF96FF9%7D/s_2022_172.pdf;https://sudantribune.com/article253833/;http://www.china.org.cn/world/Off_the_Wire/2022-01/18/content_77995578.htm;https://radiotamazuj.org/en/news/article/un-launches-talks-to-end-crisis-in-sudan;https://sudantribune.com/article253920/;https://www.bignewsnetwork.com/news/272145391/xinhua-world--summary-at-0030-gmt-jan-11;https://www.gulf-times.com/story/707769/UN-starts-talks-in-Sudan-over-post-coup-crisis;https://www.dawn.com/news/1668791/un-convenes-talks-to-help-resolve-sudans-political-crisis;https://arynews.tv/un-starts-talks-in-sudan-to-resolve-post-coup-crisis/;https://sudantribune.com/article253926/,0,M
SUD202201-22,Sudan,625,,West Kordofan,Sudan,28,11.5,8,1,2022,UNITAMS,GP-85,,,1,P,Volker Perthes,UNITAMS Process,Political Parties (Generic) Civil Society (Default); Women's Group (Default); Resistance Committees; Forces for Freedom and Change,NL;GLO-PAD;126; NL,,2+,1,0,,,"The United Nations-facilitated process commenced with intensive consultations over a one-month period with a wide range of stakeholders, including an extensive spectrum of political parties, the military, signatory and non -signatory groups to the Juba Peace Agreement, civil society groups, resistance committees, professional associations, women’s groups, nomads, internally displaced persons, religious leaders and academics. They encompassed groups in Khartoum, Darfur, South and West Kordofan, the central states and North and East Sudan. As at 10 February, 110 groups, including 15 women’s organizations, had participated. Other Sudanese stakeholders also shared their positions and vision papers.",https://www.securitycouncilreport.org/atf/cf/%7B65BFCF9B-6D27-4E9C-8CD3-CF6E4FF96FF9%7D/s_2022_172.pdf;https://sudantribune.com/article253833/;http://www.china.org.cn/world/Off_the_Wire/2022-01/18/content_77995578.htm;https://radiotamazuj.org/en/news/article/un-launches-talks-to-end-crisis-in-sudan;https://sudantribune.com/article253920/;https://www.bignewsnetwork.com/news/272145391/xinhua-world--summary-at-0030-gmt-jan-11;https://www.gulf-times.com/story/707769/UN-starts-talks-in-Sudan-over-post-coup-crisis;https://www.dawn.com/news/1668791/un-convenes-talks-to-help-resolve-sudans-political-crisis;https://arynews.tv/un-starts-talks-in-sudan-to-resolve-post-coup-crisis/;https://sudantribune.com/article253926/,0,M
SUD202201-23,Sudan,625,,unknown,,,,8,1,2022,UNITAMS,GP-85,,,1,P,Volker Perthes,UNITAMS Process,Political Parties (Generic) Civil Society (Default); Women's Group (Default); Resistance Committees; Forces for Freedom and Change,NL;GLO-PAD;126; NL,,2+,1,0,,,"The United Nations-facilitated process commenced with intensive consultations over a one-month period with a wide range of stakeholders, including an extensive spectrum of political parties, the military, signatory and non -signatory groups to the Juba Peace Agreement, civil society groups, resistance committees, professional associations, women’s groups, nomads, internally displaced persons, religious leaders and academics. They encompassed groups in Khartoum, Darfur, South and West Kordofan, the central states and North and East Sudan. As at 10 February, 110 groups, including 15 women’s organizations, had participated. Other Sudanese stakeholders also shared their positions and vision papers.",https://www.securitycouncilreport.org/atf/cf/%7B65BFCF9B-6D27-4E9C-8CD3-CF6E4FF96FF9%7D/s_2022_172.pdf;https://sudantribune.com/article253833/;http://www.china.org.cn/world/Off_the_Wire/2022-01/18/content_77995578.htm;https://radiotamazuj.org/en/news/article/un-launches-talks-to-end-crisis-in-sudan;https://sudantribune.com/article253920/;https://www.bignewsnetwork.com/news/272145391/xinhua-world--summary-at-0030-gmt-jan-11;https://www.gulf-times.com/story/707769/UN-starts-talks-in-Sudan-over-post-coup-crisis;https://www.dawn.com/news/1668791/un-convenes-talks-to-help-resolve-sudans-political-crisis;https://arynews.tv/un-starts-talks-in-sudan-to-resolve-post-coup-crisis/;https://sudantribune.com/article253926/,0,M
SUD202201-24,Sudan,625,,North Darfur,Sudan,24.9042,15.7662,8,1,2022,UNITAMS,GP-85,,,1,P,Volker Perthes,UNITAMS Process,Political Parties (Generic) Civil Society (Default); Women's Group (Default); Resistance Committees; Forces for Freedom and Change,NL;GLO-PAD;126; NL,,2+,1,0,,,"The United Nations-facilitated process commenced with intensive consultations over a one-month period with a wide range of stakeholders, including an extensive spectrum of political parties, the military, signatory and non -signatory groups to the Juba Peace Agreement, civil society groups, resistance committees, professional associations, women’s groups, nomads, internally displaced persons, religious leaders and academics. They encompassed groups in Khartoum, Darfur, South and West Kordofan, the central states and North and East Sudan. As at 10 February, 110 groups, including 15 women’s organizations, had participated. Other Sudanese stakeholders also shared their positions and vision papers.",https://www.securitycouncilreport.org/atf/cf/%7B65BFCF9B-6D27-4E9C-8CD3-CF6E4FF96FF9%7D/s_2022_172.pdf;https://sudantribune.com/article253833/;http://www.china.org.cn/world/Off_the_Wire/2022-01/18/content_77995578.htm;https://radiotamazuj.org/en/news/article/un-launches-talks-to-end-crisis-in-sudan;https://sudantribune.com/article253920/;https://www.bignewsnetwork.com/news/272145391/xinhua-world--summary-at-0030-gmt-jan-11;https://www.gulf-times.com/story/707769/UN-starts-talks-in-Sudan-over-post-coup-crisis;https://www.dawn.com/news/1668791/un-convenes-talks-to-help-resolve-sudans-political-crisis;https://arynews.tv/un-starts-talks-in-sudan-to-resolve-post-coup-crisis/;https://sudantribune.com/article253926/,0,M
SUD202201-25,Sudan,625,,East Sudan,Sudan,36,14,8,1,2022,UNITAMS,GP-85,,,1,P,Volker Perthes,UNITAMS Process,Political Parties (Generic) Civil Society (Default); Women's Group (Default); Resistance Committees; Forces for Freedom and Change,NL;GLO-PAD;126; NL,,2+,1,0,,,"The United Nations-facilitated process commenced with intensive consultations over a one-month period with a wide range of stakeholders, including an extensive spectrum of political parties, the military, signatory and non -signatory groups to the Juba Peace Agreement, civil society groups, resistance committees, professional associations, women’s groups, nomads, internally displaced persons, religious leaders and academics. They encompassed groups in Khartoum, Darfur, South and West Kordofan, the central states and North and East Sudan. As at 10 February, 110 groups, including 15 women’s organizations, had participated. Other Sudanese stakeholders also shared their positions and vision papers.",https://www.securitycouncilreport.org/atf/cf/%7B65BFCF9B-6D27-4E9C-8CD3-CF6E4FF96FF9%7D/s_2022_172.pdf;https://sudantribune.com/article253833/;http://www.china.org.cn/world/Off_the_Wire/2022-01/18/content_77995578.htm;https://radiotamazuj.org/en/news/article/un-launches-talks-to-end-crisis-in-sudan;https://sudantribune.com/article253920/;https://www.bignewsnetwork.com/news/272145391/xinhua-world--summary-at-0030-gmt-jan-11;https://www.gulf-times.com/story/707769/UN-starts-talks-in-Sudan-over-post-coup-crisis;https://www.dawn.com/news/1668791/un-convenes-talks-to-help-resolve-sudans-political-crisis;https://arynews.tv/un-starts-talks-in-sudan-to-resolve-post-coup-crisis/;https://sudantribune.com/article253926/,0,M
SUD202201-26,Sudan,625,,unknown,,,,8,1,2022,Norway; United Kingdom; United States; Saudi Arabia; UAE; OIC; League of Arab States,CON_81;CON_19;CON_3;CON_419;CON_591;IGO_226;IGO_346,CON_81;CON_19;CON_3;CON_419;CON_591;IGO_226;IGO_346,385;200;2;670;696;;,7,P,,Quad; Troika; UNITAMS Process,,,,0,,0,,,"Many Sudanese stakeholders and some regional and international actors welcomed the United Nations-led facilitation efforts, including the Troika on the Sudan (Norway, the United Kingdom of Great Britain and Northern Ireland and the United States); the Quad for Sudan (Saudi Arabia, the United Arab Emirates, the United Kingdom and the United States), the League of Arab States and the Organization of Islamic Cooperation.",https://www.securitycouncilreport.org/atf/cf/%7B65BFCF9B-6D27-4E9C-8CD3-CF6E4FF96FF9%7D/s_2022_172.pdf,0,MR
SUD202201-27,Sudan,625,,Khartoum,Sudan,32.5,15.6,9,1,2022,UNITAMS,GP-85,,,1,P,,UNITAMS Process,Civil Society (Default),GLO-PAD,,2+,,0,,,"Conference on the Road Map for the Revitalization of the Dismantling of the 30 June Regime held in Khartoum, involving 330 participants discussing challenges and best practices.",https://www.securitycouncilreport.org/atf/cf/%7B65BFCF9B-6D27-4E9C-8CD3-CF6E4FF96FF9%7D/N2305185.pdf;https://radiotamazuj.org/en/news/article/un-launches-talks-to-end-crisis-in-sudan,0,MR
SUD202201-28,Sudan,625,,unknown,,,,9,1,2022,United States; United Kingdom; Saudi Arabia; UAE,CON_3;CON_19;CON_419;CON_591,CON_3;CON_19;CON_419;CON_591,2;200;670;696,4,P,,Quad; UNITAMS Process,,,,0,,0,,,"The Quad countries including Saudi Arabia, the United Arab Emirates, the United Kingdom, and the United States of America welcome the announcement of the UNITMAS facilitated dialogue to settle the Sudanese crisis.",https://www.sandiegouniontribune.com/news/nation-world/story/2022-01-09/sudan-protest-group-rejects-un-offer-for-talks-with-military;https://www.dw.com/en/sudan-protest-organizers-reject-un-mediation-offer/a-60373778;https://jerseyeveningpost.com/morenews/worldnews/2022/01/09/sudan-protest-group-rejects-un-plan-for-talks-with-military-rulers/;https://sudantribune.com/article253876/;https://frontline.thehindu.com/dispatches/sudan-protest-organizers-reject-un-mediation-offer/article38216984.ece;https://www.newdelhitimes.com/sudan-protest-group-rejects-un-offer-for-talks-with-military/;https://www.aljazeera.com/news/2022/1/26/sudanese-protest-against-un-talks-to-resolve-post-coup-crisis;https://sudantribune.com/article253833/,0,MR
SUD202201-29,Sudan,625,,unknown,,,,16,1,2022,African Union,IGO_87,IGO_87,,1,P,Bankole Adeoye,,National Charter Coalition; SLM/A-Minnawi: Sudan Liberation Movement/Army; JEM-Gibiril Ibrahim: Justice and Equality Movement; Native Administration; Religious Leaders; forces of the revolution and change; Civil Society (Default); Transitional Sovereignty Council,NL;265;ACLED; NL; NL; NL;GLO-PAD;PAAX,Minni Minawi,2+,1,0,,,"African Union Commissioner for Political Affairs Peace and Security, held meetings with various stakeholders including the National Charter coalition, members of the Sovereign Council, and armed groups to discuss ways to resolve the political crisis in Sudan, emphasizing the need for dialogue, reconciliation, and a national charter involving diverse stakeholders.",https://sudantribune.com/article254158/,0,M
SUD202201-30,Sudan,625,,Riyadh,Saudi Arabia,46.7167,24.6333,18,1,2022,Saudi Arabia; UAE; United States; United Kingdom; Germany; France; Sweden; Norway; Canada; Italy; Japan; Spain; Switzerland; United Arab Emirates; EU; Netherlands,CON_419;CON_591;CON_3;CON_19;CON_2;CON_7;CON_593;CON_81;CON_11;CON_139;CON_294;CON_4;CON_202;CON_591;IGO_5;CON_10,CON_419;CON_591;CON_3;CON_19;CON_2;CON_7;CON_593;CON_81;CON_11;CON_139;CON_294;CON_4;CON_202;CON_591;IGO_5;CON_10,670;696;2;200;255;220;380;385;20;325;740;230;225;696;;210,16,H,,Friends of Sudan,,,,0,,0,,,"The Friend of Sudan group held a meeting in Saudi Arabia to discuss joint efforts to support stability in Sudan, said a statement released in Riyadh",https://allafrica.com/stories/202201190094.html;https://sudantribune.com/article254217/,0,MR
